StudentID,Name,AcademicInterest,ExtracurricularActivities,Skills,Location,YearOfStudy,Major,GPA,Languages,ClubMemberships,ResearchInterests
750,Student 750,History,Coding Club,"Leadership, Data Analysis, Programming, Artistic, Public Speaking",San Francisco,Freshman,Psychology,3.23,"French, German, Japanese","Coding Club, Art Club, Music Club, Debate Club",Bioinformatics
751,Student 751,Psychology,Sports Team,Leadership,New York,Senior,Biology,3.95,"Japanese, Chinese, Spanish, English, French, German","Art Club, Debate Club, Coding Club, Music Club, Sports Team, Volunteer Group",Sustainable Agriculture
752,Student 752,Physics,Coding Club,Problem Solving,Chicago,Senior,Biology,3.51,"English, French, Japanese, German","Music Club, Coding Club",Robotics
753,Student 753,Physics,Volunteer Group,"Data Analysis, Public Speaking, Programming, Problem Solving, Leadership, Artistic",Boston,Junior,Computer Science,3.47,"Japanese, Chinese","Volunteer Group, Art Club, Debate Club, Music Club, Coding Club",Political Science
754,Student 754,Computer Science,Art Club,"Programming, Public Speaking",Los Angeles,Junior,Mathematics,3.05,"Japanese, German, Chinese","Coding Club, Sports Team",Sustainable Agriculture
755,Student 755,Psychology,Debate Club,Programming,Los Angeles,Freshman,Biology,2.22,English,Coding Club,Nanotechnology
756,Student 756,Physics,Debate Club,"Programming, Leadership, Data Analysis",Boston,Freshman,Psychology,2.22,"English, Japanese, French","Music Club, Sports Team, Coding Club, Debate Club, Volunteer Group, Art Club",Space Exploration
757,Student 757,Psychology,Sports Team,"Leadership, Public Speaking, Data Analysis, Programming, Problem Solving, Artistic",New York,Sophomore,Mathematics,2.43,"Spanish, Japanese, German, Chinese, French","Coding Club, Volunteer Group, Art Club, Music Club",Robotics
758,Student 758,Psychology,Art Club,"Data Analysis, Artistic, Programming, Problem Solving, Leadership",Boston,Junior,Psychology,3.72,"Spanish, German","Sports Team, Debate Club, Coding Club, Volunteer Group, Art Club, Music Club",Data Science
759,Student 759,History,Music Club,"Programming, Data Analysis, Artistic, Problem Solving, Public Speaking",Chicago,Junior,Psychology,3.57,"English, German, Spanish, Chinese, Japanese, French","Music Club, Volunteer Group, Sports Team, Debate Club, Coding Club",Political Science
760,Student 760,Physics,Volunteer Group,"Data Analysis, Leadership, Problem Solving, Public Speaking",Boston,Senior,Psychology,2.71,"Japanese, Spanish",Music Club,Climate Change
761,Student 761,Physics,Volunteer Group,"Leadership, Data Analysis, Programming",San Francisco,Graduate,Computer Science,2.88,"Spanish, English","Coding Club, Sports Team, Volunteer Group, Debate Club, Art Club, Music Club",Sustainable Agriculture
762,Student 762,Biology,Art Club,"Data Analysis, Problem Solving, Programming, Leadership, Public Speaking",Houston,Sophomore,Computer Science,2.95,"German, Spanish, Chinese","Art Club, Debate Club, Coding Club, Music Club, Sports Team, Volunteer Group",Social Sciences
763,Student 763,History,Art Club,"Problem Solving, Data Analysis, Leadership, Artistic, Public Speaking",San Francisco,Graduate,Biology,2.35,"Spanish, English, French, German, Japanese, Chinese","Art Club, Sports Team, Debate Club, Coding Club",Machine Learning
764,Student 764,Psychology,Coding Club,"Artistic, Problem Solving",Boston,Junior,History,3.18,"Spanish, German, Chinese",Debate Club,Healthcare Management
765,Student 765,History,Sports Team,"Public Speaking, Programming, Problem Solving, Leadership, Data Analysis",San Francisco,Junior,Psychology,2.87,"Chinese, German","Sports Team, Art Club",Biomedical Engineering
766,Student 766,Computer Science,Music Club,Public Speaking,Los Angeles,Graduate,Mathematics,2.86,French,Art Club,Data Science
767,Student 767,History,Sports Team,"Programming, Public Speaking, Data Analysis",Chicago,Junior,Psychology,2.8,"Spanish, German, French, English, Japanese, Chinese",Music Club,Robotics
768,Student 768,History,Volunteer Group,"Artistic, Data Analysis, Leadership, Public Speaking, Problem Solving, Programming",Chicago,Sophomore,Biology,2.35,"French, English, Spanish","Volunteer Group, Art Club, Sports Team, Debate Club, Coding Club, Music Club",Astrophysics
769,Student 769,History,Coding Club,"Programming, Data Analysis, Artistic, Public Speaking",New York,Sophomore,Computer Science,2.94,"Japanese, German, Chinese, English, Spanish, French","Debate Club, Sports Team, Art Club, Music Club, Volunteer Group, Coding Club",Urban Planning
770,Student 770,Computer Science,Debate Club,Data Analysis,Chicago,Freshman,History,3.63,Japanese,"Sports Team, Art Club, Volunteer Group, Coding Club",Healthcare Management
771,Student 771,History,Music Club,"Data Analysis, Public Speaking",Boston,Junior,Physics,2.98,"Spanish, French, Japanese, English, Chinese","Sports Team, Art Club",Healthcare Management
772,Student 772,History,Debate Club,"Leadership, Programming, Public Speaking, Artistic, Data Analysis, Problem Solving",Los Angeles,Graduate,Biology,2.34,"German, French","Sports Team, Coding Club, Debate Club, Music Club",Sustainable Agriculture
773,Student 773,Physics,Coding Club,"Public Speaking, Data Analysis",San Francisco,Graduate,Physics,2.39,"Spanish, German, French","Volunteer Group, Debate Club",Environmental Sustainability
774,Student 774,History,Debate Club,"Public Speaking, Problem Solving",Los Angeles,Sophomore,Biology,3.65,"French, Japanese, Chinese, English","Art Club, Music Club",Human-Computer Interaction
775,Student 775,Biology,Coding Club,"Problem Solving, Data Analysis, Programming, Leadership, Artistic",Houston,Sophomore,Biology,3.37,"Spanish, German, French, Chinese","Debate Club, Art Club, Music Club",Artificial Intelligence
776,Student 776,Computer Science,Sports Team,"Public Speaking, Data Analysis, Leadership",Los Angeles,Graduate,Physics,2.6,"French, Spanish, English, Chinese, Japanese","Volunteer Group, Coding Club, Debate Club, Music Club, Sports Team, Art Club",Astrophysics
777,Student 777,Computer Science,Music Club,"Programming, Problem Solving, Data Analysis, Artistic",Boston,Junior,Computer Science,2.46,German,"Debate Club, Coding Club, Sports Team",Nanotechnology
778,Student 778,History,Sports Team,"Data Analysis, Problem Solving, Leadership, Public Speaking",Boston,Sophomore,History,3.03,"Japanese, English, German, Chinese","Music Club, Art Club, Sports Team",Artificial Intelligence
779,Student 779,Biology,Music Club,"Problem Solving, Programming, Leadership, Data Analysis, Public Speaking, Artistic",New York,Sophomore,History,2.72,"Chinese, Spanish, German",Sports Team,Astrophysics
780,Student 780,Mathematics,Music Club,"Programming, Artistic, Leadership, Public Speaking",Boston,Sophomore,Mathematics,2.25,"German, English, Spanish, Chinese","Music Club, Debate Club, Coding Club, Sports Team, Art Club, Volunteer Group",Educational Technology
781,Student 781,Mathematics,Art Club,"Programming, Public Speaking, Problem Solving",Houston,Sophomore,Computer Science,2.73,"German, Japanese, Spanish, Chinese","Music Club, Debate Club, Sports Team, Volunteer Group",Healthcare Management
782,Student 782,Computer Science,Debate Club,"Programming, Leadership, Artistic, Data Analysis, Problem Solving",New York,Senior,Mathematics,3.74,Spanish,"Volunteer Group, Music Club, Coding Club, Art Club, Debate Club",Renewable Energy
783,Student 783,Mathematics,Coding Club,"Public Speaking, Artistic, Problem Solving, Programming, Leadership",Chicago,Junior,Physics,3.27,"English, Spanish, German, Japanese","Coding Club, Debate Club, Sports Team, Music Club, Volunteer Group, Art Club",Climate Change
784,Student 784,History,Music Club,"Problem Solving, Leadership, Artistic, Public Speaking, Programming, Data Analysis",New York,Sophomore,History,3.13,"Spanish, English","Coding Club, Volunteer Group, Sports Team",Nanotechnology
785,Student 785,Computer Science,Volunteer Group,"Artistic, Public Speaking, Data Analysis, Programming, Leadership",Boston,Graduate,Psychology,2.49,"English, Spanish, Chinese, German, French, Japanese","Art Club, Sports Team",Nanotechnology
786,Student 786,Physics,Debate Club,"Leadership, Programming",Houston,Sophomore,Biology,2.0,"French, Chinese","Volunteer Group, Coding Club, Art Club, Sports Team, Music Club",Urban Planning
787,Student 787,Physics,Music Club,Data Analysis,Boston,Sophomore,History,2.05,"Chinese, English, German, Japanese, French",Debate Club,Cybersecurity
788,Student 788,Computer Science,Volunteer Group,"Programming, Leadership, Data Analysis, Problem Solving, Artistic, Public Speaking",San Francisco,Senior,History,3.16,"German, Japanese, Chinese, English","Coding Club, Debate Club, Art Club",Quantum Computing
789,Student 789,Mathematics,Music Club,Problem Solving,Los Angeles,Freshman,History,3.0,"French, German, Chinese, Spanish, English","Sports Team, Debate Club, Music Club, Volunteer Group",Environmental Sustainability
790,Student 790,Psychology,Coding Club,Programming,Los Angeles,Graduate,Computer Science,2.9,"French, Chinese","Sports Team, Art Club, Volunteer Group, Debate Club",Machine Learning
791,Student 791,Mathematics,Art Club,"Programming, Problem Solving, Artistic, Data Analysis, Leadership",Los Angeles,Junior,Computer Science,3.42,French,"Art Club, Coding Club, Debate Club",Climate Change
792,Student 792,Computer Science,Sports Team,"Artistic, Public Speaking",Los Angeles,Graduate,Psychology,3.38,"English, Spanish, French, German, Chinese","Volunteer Group, Coding Club, Sports Team",Sustainable Agriculture
793,Student 793,Physics,Sports Team,"Artistic, Programming, Data Analysis, Leadership",New York,Sophomore,Psychology,2.38,"English, Chinese, Spanish, Japanese, French, German",Music Club,Healthcare Management
794,Student 794,Physics,Art Club,"Leadership, Data Analysis, Problem Solving, Programming, Public Speaking, Artistic",Boston,Junior,Biology,2.72,"Japanese, English, German, Chinese, Spanish","Coding Club, Art Club",Healthcare Management
795,Student 795,Psychology,Art Club,"Data Analysis, Artistic, Programming, Public Speaking, Problem Solving, Leadership",Houston,Sophomore,Mathematics,3.05,Japanese,"Volunteer Group, Sports Team, Music Club",Human-Computer Interaction
796,Student 796,Physics,Music Club,"Leadership, Problem Solving",Chicago,Sophomore,Psychology,3.41,"English, Chinese","Music Club, Sports Team, Art Club, Debate Club",Nanotechnology
797,Student 797,Physics,Music Club,Problem Solving,San Francisco,Sophomore,Computer Science,2.98,"Japanese, Spanish","Music Club, Debate Club, Sports Team",Biomedical Engineering
798,Student 798,History,Music Club,"Problem Solving, Data Analysis, Public Speaking, Programming, Artistic, Leadership",New York,Graduate,Biology,3.33,"Japanese, Chinese, Spanish, German","Music Club, Sports Team",Behavioral Economics
799,Student 799,History,Art Club,"Problem Solving, Programming",Chicago,Senior,History,2.16,"German, French, Spanish, Chinese, English, Japanese","Art Club, Debate Club, Volunteer Group, Sports Team, Music Club, Coding Club",Data Science
800,Student 800,Physics,Art Club,"Data Analysis, Leadership, Public Speaking, Artistic, Programming, Problem Solving",Houston,Junior,History,2.25,"Spanish, Japanese, English, French, Chinese, German","Debate Club, Volunteer Group, Music Club, Art Club, Coding Club, Sports Team",Space Exploration
801,Student 801,Psychology,Music Club,"Public Speaking, Artistic, Programming, Data Analysis, Leadership, Problem Solving",Los Angeles,Senior,Physics,3.62,"Chinese, French, German, English","Coding Club, Music Club, Debate Club",Urban Planning
802,Student 802,Psychology,Art Club,"Data Analysis, Problem Solving, Programming",Houston,Sophomore,History,2.67,"Chinese, English, French, Spanish",Music Club,Urban Planning
803,Student 803,History,Debate Club,"Programming, Problem Solving, Leadership",San Francisco,Junior,Physics,3.3,"English, French","Sports Team, Volunteer Group, Music Club, Debate Club, Art Club",Blockchain Technology
804,Student 804,Mathematics,Sports Team,"Public Speaking, Artistic, Leadership, Data Analysis, Programming, Problem Solving",Chicago,Senior,Psychology,2.55,"Chinese, Spanish, English","Music Club, Sports Team, Coding Club, Art Club, Debate Club, Volunteer Group",Healthcare Management
805,Student 805,Physics,Art Club,"Leadership, Artistic, Data Analysis, Programming",Boston,Freshman,Mathematics,3.0,"English, French, Chinese, German","Art Club, Music Club, Debate Club, Coding Club",Sustainable Agriculture
806,Student 806,Computer Science,Art Club,"Problem Solving, Leadership, Data Analysis, Programming",Boston,Freshman,Biology,3.25,"Chinese, Japanese","Art Club, Coding Club, Volunteer Group, Debate Club",Robotics
807,Student 807,Mathematics,Sports Team,"Public Speaking, Leadership, Artistic, Problem Solving, Data Analysis",Chicago,Freshman,Biology,2.73,"Spanish, French, German, Chinese","Art Club, Volunteer Group, Music Club, Sports Team, Coding Club",Educational Technology
808,Student 808,Biology,Music Club,"Data Analysis, Artistic, Problem Solving, Leadership, Public Speaking",Los Angeles,Junior,Physics,2.77,"French, Spanish, Chinese, English","Music Club, Sports Team, Art Club",Social Sciences
809,Student 809,History,Sports Team,"Leadership, Public Speaking, Artistic",Houston,Senior,Mathematics,3.84,"German, Spanish, English, Japanese, French",Music Club,Educational Technology
810,Student 810,Mathematics,Sports Team,"Artistic, Public Speaking, Problem Solving, Programming",San Francisco,Sophomore,Psychology,3.89,"German, French",Sports Team,Social Sciences
811,Student 811,Computer Science,Art Club,"Leadership, Programming, Problem Solving, Artistic, Public Speaking, Data Analysis",New York,Senior,Mathematics,2.77,"Spanish, Japanese, Chinese, French, English",Sports Team,Bioinformatics
812,Student 812,Biology,Art Club,"Problem Solving, Public Speaking, Programming, Artistic",San Francisco,Junior,Mathematics,2.17,"Spanish, English, German","Volunteer Group, Coding Club, Music Club, Sports Team, Art Club",Educational Technology
813,Student 813,History,Debate Club,"Programming, Data Analysis, Problem Solving, Public Speaking",Chicago,Senior,Computer Science,3.01,"French, Chinese, Spanish, German","Music Club, Debate Club, Art Club, Sports Team",Renewable Energy
814,Student 814,Mathematics,Coding Club,"Programming, Problem Solving",San Francisco,Graduate,Biology,2.18,English,"Debate Club, Coding Club, Sports Team, Music Club",Cognitive Psychology
815,Student 815,Mathematics,Volunteer Group,"Artistic, Problem Solving, Public Speaking, Leadership",Boston,Senior,Computer Science,2.21,"German, Japanese, Chinese, French, English","Coding Club, Debate Club, Volunteer Group, Music Club, Sports Team",Quantum Computing
816,Student 816,Physics,Volunteer Group,"Problem Solving, Data Analysis, Leadership",Chicago,Sophomore,Biology,2.39,"Spanish, German","Sports Team, Art Club, Music Club, Debate Club, Volunteer Group, Coding Club",Artificial Intelligence
817,Student 817,Psychology,Coding Club,Leadership,San Francisco,Graduate,History,2.89,Chinese,Coding Club,Cybersecurity
818,Student 818,Psychology,Debate Club,Artistic,San Francisco,Sophomore,Physics,3.1,"Japanese, German","Debate Club, Volunteer Group",Renewable Energy
819,Student 819,Biology,Sports Team,Data Analysis,Chicago,Freshman,Computer Science,2.73,"English, Chinese","Art Club, Volunteer Group, Sports Team, Debate Club",Human-Computer Interaction
820,Student 820,History,Sports Team,"Programming, Leadership, Problem Solving",Los Angeles,Freshman,History,3.15,"Chinese, Japanese, German","Music Club, Art Club, Coding Club, Sports Team",Machine Learning
821,Student 821,Biology,Debate Club,Programming,Chicago,Freshman,Psychology,3.96,"Chinese, Japanese, Spanish, French","Coding Club, Sports Team, Volunteer Group, Art Club, Debate Club, Music Club",Cognitive Psychology
822,Student 822,History,Debate Club,Data Analysis,San Francisco,Graduate,Computer Science,2.69,"Chinese, German, Spanish","Coding Club, Debate Club, Volunteer Group, Art Club",Human-Computer Interaction
823,Student 823,Psychology,Sports Team,Data Analysis,Boston,Freshman,Physics,3.83,"English, German, French, Japanese, Spanish","Art Club, Coding Club, Music Club, Volunteer Group, Sports Team",Robotics
824,Student 824,Biology,Debate Club,Data Analysis,Chicago,Graduate,Computer Science,3.13,"Japanese, English, Chinese, French, Spanish",Debate Club,Human-Computer Interaction
825,Student 825,History,Debate Club,Leadership,Chicago,Graduate,Mathematics,2.69,"German, French, English, Chinese, Japanese","Sports Team, Debate Club, Volunteer Group",Nanotechnology
826,Student 826,Computer Science,Music Club,"Data Analysis, Programming, Artistic, Public Speaking",Chicago,Graduate,Mathematics,3.69,"Spanish, Chinese, French, Japanese, English, German","Coding Club, Music Club",Biomedical Engineering
827,Student 827,Biology,Music Club,"Programming, Data Analysis, Public Speaking, Leadership",Houston,Graduate,Psychology,2.78,"English, German","Music Club, Volunteer Group, Coding Club, Sports Team",Cybersecurity
828,Student 828,Mathematics,Music Club,Artistic,Chicago,Senior,History,2.11,"English, German, Spanish, Japanese","Coding Club, Debate Club, Art Club, Music Club",Nanotechnology
829,Student 829,History,Coding Club,"Data Analysis, Problem Solving",New York,Graduate,Physics,3.27,"English, German, Japanese, Chinese, Spanish, French",Debate Club,Quantum Computing
830,Student 830,Physics,Sports Team,"Data Analysis, Public Speaking, Artistic",Boston,Senior,Psychology,2.31,"English, German, Japanese","Coding Club, Debate Club, Sports Team, Art Club, Volunteer Group",Quantum Computing
831,Student 831,Psychology,Sports Team,"Problem Solving, Leadership, Public Speaking, Artistic, Data Analysis, Programming",New York,Graduate,Mathematics,2.47,"French, Japanese, Chinese, English","Coding Club, Music Club, Sports Team, Volunteer Group, Art Club, Debate Club",Human-Computer Interaction
832,Student 832,Physics,Sports Team,"Data Analysis, Artistic",Houston,Senior,Computer Science,3.11,Chinese,"Music Club, Art Club",Quantum Computing
833,Student 833,Psychology,Art Club,"Public Speaking, Leadership, Programming, Problem Solving",Los Angeles,Graduate,Psychology,3.85,"Spanish, Chinese","Sports Team, Coding Club",Environmental Sustainability
834,Student 834,Physics,Debate Club,"Artistic, Programming, Leadership, Public Speaking, Problem Solving, Data Analysis",Boston,Freshman,Computer Science,3.66,"Japanese, Spanish",Volunteer Group,Quantum Computing
835,Student 835,Psychology,Art Club,"Leadership, Data Analysis, Problem Solving, Artistic, Programming",New York,Graduate,Physics,3.99,German,"Debate Club, Art Club",Cybersecurity
836,Student 836,Computer Science,Debate Club,"Leadership, Public Speaking, Data Analysis, Problem Solving",New York,Sophomore,Psychology,3.37,German,"Coding Club, Music Club, Art Club",Artificial Intelligence
837,Student 837,Physics,Debate Club,Public Speaking,Houston,Freshman,History,3.68,"Chinese, German, Japanese, Spanish, English, French","Debate Club, Coding Club, Volunteer Group, Art Club",Biomedical Engineering
838,Student 838,Computer Science,Art Club,"Problem Solving, Programming, Artistic, Public Speaking, Data Analysis",New York,Graduate,Mathematics,2.62,"Chinese, English, Spanish, French","Art Club, Coding Club, Volunteer Group, Debate Club, Sports Team, Music Club",Behavioral Economics
839,Student 839,History,Debate Club,"Leadership, Public Speaking, Programming, Data Analysis, Problem Solving",Chicago,Graduate,Physics,3.07,"German, Chinese, English, Spanish, French","Art Club, Volunteer Group",Data Science
840,Student 840,Computer Science,Music Club,"Leadership, Problem Solving, Programming, Artistic",Boston,Junior,Biology,2.6,"English, German, Japanese, French, Spanish, Chinese",Volunteer Group,Behavioral Economics
841,Student 841,Physics,Coding Club,"Public Speaking, Artistic, Leadership, Programming",Boston,Graduate,Computer Science,2.23,Japanese,"Music Club, Art Club, Sports Team, Coding Club, Debate Club, Volunteer Group",Robotics
842,Student 842,Biology,Music Club,Public Speaking,Houston,Graduate,Psychology,3.96,Chinese,"Debate Club, Sports Team, Art Club",Nanotechnology
843,Student 843,Psychology,Debate Club,"Problem Solving, Artistic, Data Analysis",Boston,Graduate,Computer Science,2.09,"French, German","Music Club, Coding Club, Sports Team, Debate Club, Art Club, Volunteer Group",Space Exploration
844,Student 844,Biology,Coding Club,"Programming, Leadership, Data Analysis",Los Angeles,Sophomore,Mathematics,3.14,"Chinese, French, Japanese","Volunteer Group, Coding Club",Robotics
845,Student 845,History,Art Club,"Public Speaking, Artistic",New York,Graduate,Computer Science,3.5,German,"Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Urban Planning
846,Student 846,Computer Science,Volunteer Group,"Leadership, Programming, Data Analysis",Los Angeles,Graduate,Computer Science,2.28,"Spanish, Japanese, Chinese, French, German","Volunteer Group, Art Club",Cognitive Psychology
847,Student 847,Mathematics,Volunteer Group,"Problem Solving, Artistic, Leadership, Programming, Data Analysis",Chicago,Graduate,Computer Science,3.64,"French, Chinese, German, English, Japanese, Spanish","Sports Team, Music Club, Art Club",Data Science
848,Student 848,Mathematics,Coding Club,"Public Speaking, Leadership",Los Angeles,Sophomore,Computer Science,3.91,"Spanish, German","Art Club, Sports Team, Coding Club, Debate Club, Music Club, Volunteer Group",Nanotechnology
849,Student 849,Computer Science,Music Club,"Artistic, Public Speaking",Chicago,Junior,Psychology,3.89,"German, English","Sports Team, Coding Club",Social Sciences
850,Student 850,Psychology,Debate Club,"Leadership, Public Speaking, Data Analysis",Houston,Senior,Biology,2.72,"Spanish, German, French, English",Art Club,Machine Learning
851,Student 851,Computer Science,Art Club,"Artistic, Public Speaking, Programming, Data Analysis, Problem Solving, Leadership",Houston,Junior,Psychology,3.72,"French, Japanese",Debate Club,Cognitive Psychology
852,Student 852,Computer Science,Coding Club,"Leadership, Programming, Public Speaking, Problem Solving, Artistic, Data Analysis",Houston,Sophomore,History,2.28,"Chinese, English, German, Japanese, Spanish","Volunteer Group, Art Club, Sports Team",Healthcare Management
853,Student 853,Computer Science,Debate Club,"Public Speaking, Leadership, Programming, Artistic, Data Analysis",Houston,Junior,Biology,3.34,"English, Spanish, Japanese, French, German","Volunteer Group, Art Club, Coding Club, Music Club",Urban Planning
854,Student 854,Biology,Sports Team,Artistic,Boston,Graduate,Mathematics,2.01,"English, Spanish, German, French, Japanese, Chinese","Coding Club, Debate Club, Music Club, Volunteer Group, Art Club, Sports Team",Quantum Computing
855,Student 855,History,Debate Club,"Public Speaking, Data Analysis, Artistic",Los Angeles,Freshman,Biology,3.3,"French, Spanish, Japanese, English","Debate Club, Music Club, Coding Club",Environmental Sustainability
856,Student 856,Computer Science,Debate Club,"Public Speaking, Data Analysis, Leadership, Problem Solving, Artistic",Boston,Senior,Physics,2.29,"Chinese, English, French, Japanese","Volunteer Group, Music Club, Sports Team, Art Club, Coding Club, Debate Club",Social Sciences
857,Student 857,Physics,Coding Club,"Artistic, Problem Solving",Los Angeles,Freshman,Psychology,2.02,French,"Art Club, Coding Club, Volunteer Group, Debate Club, Sports Team",Natural Language Processing
858,Student 858,Physics,Volunteer Group,"Public Speaking, Problem Solving, Leadership, Programming, Artistic",New York,Graduate,History,2.91,"Japanese, Spanish, Chinese, German, French, English","Music Club, Debate Club, Sports Team, Volunteer Group",Educational Technology
859,Student 859,Mathematics,Debate Club,Public Speaking,San Francisco,Graduate,Biology,2.12,"English, French, Chinese, Spanish, German","Sports Team, Volunteer Group, Coding Club",Urban Planning
860,Student 860,Mathematics,Music Club,"Public Speaking, Data Analysis, Problem Solving, Artistic, Leadership, Programming",Los Angeles,Graduate,History,2.75,"Chinese, French, Japanese, German, Spanish","Art Club, Sports Team, Coding Club, Volunteer Group, Music Club",Cognitive Psychology
861,Student 861,Mathematics,Music Club,"Data Analysis, Programming",Los Angeles,Junior,Mathematics,3.96,"Chinese, English, German, French, Japanese, Spanish","Volunteer Group, Coding Club, Sports Team, Debate Club",Urban Planning
862,Student 862,History,Sports Team,"Public Speaking, Data Analysis",Chicago,Junior,Psychology,2.45,English,"Coding Club, Art Club, Music Club, Debate Club",Educational Technology
863,Student 863,Computer Science,Volunteer Group,"Data Analysis, Programming, Public Speaking, Problem Solving, Artistic, Leadership",Chicago,Sophomore,History,3.89,Chinese,"Music Club, Art Club",Urban Planning
864,Student 864,Mathematics,Art Club,"Public Speaking, Data Analysis, Artistic",San Francisco,Freshman,Physics,3.9,"German, English","Coding Club, Art Club, Debate Club, Volunteer Group, Music Club, Sports Team",Data Science
865,Student 865,Psychology,Music Club,"Data Analysis, Leadership, Problem Solving, Artistic",Boston,Freshman,Psychology,3.94,"Spanish, Chinese",Volunteer Group,Social Sciences
866,Student 866,Biology,Music Club,"Public Speaking, Artistic",Houston,Sophomore,Biology,2.22,"German, Chinese, French, English, Japanese",Sports Team,Climate Change
867,Student 867,Psychology,Volunteer Group,"Leadership, Problem Solving, Programming",Los Angeles,Freshman,Physics,2.15,"English, Japanese",Volunteer Group,Natural Language Processing
868,Student 868,Biology,Music Club,Leadership,San Francisco,Freshman,Physics,3.0,"German, Spanish","Art Club, Volunteer Group, Coding Club, Debate Club, Sports Team, Music Club",Quantum Computing
869,Student 869,Mathematics,Volunteer Group,"Problem Solving, Leadership, Data Analysis",Boston,Freshman,History,2.68,"Chinese, German, Japanese, Spanish, English","Coding Club, Art Club, Debate Club, Music Club, Volunteer Group, Sports Team",Bioinformatics
870,Student 870,Biology,Art Club,"Data Analysis, Public Speaking, Problem Solving, Programming, Leadership",San Francisco,Freshman,Mathematics,2.37,"Spanish, Japanese, Chinese, French, German, English","Volunteer Group, Art Club",Urban Planning
871,Student 871,Psychology,Coding Club,"Leadership, Problem Solving, Artistic",Chicago,Sophomore,Mathematics,2.76,"German, Spanish, English, Chinese","Music Club, Coding Club",Machine Learning
872,Student 872,Physics,Volunteer Group,Artistic,Los Angeles,Graduate,Biology,3.32,English,"Coding Club, Volunteer Group, Art Club, Debate Club, Sports Team, Music Club",Space Exploration
873,Student 873,Computer Science,Sports Team,Programming,Houston,Graduate,Computer Science,2.71,"Spanish, Chinese, Japanese","Music Club, Sports Team",Cognitive Psychology
874,Student 874,Mathematics,Art Club,"Problem Solving, Leadership, Data Analysis",Chicago,Junior,Physics,3.8,"French, Chinese, Japanese, German, Spanish, English","Art Club, Music Club, Debate Club, Coding Club, Volunteer Group",Political Science
875,Student 875,History,Art Club,"Data Analysis, Public Speaking",San Francisco,Freshman,Psychology,3.89,"Spanish, Japanese, English",Volunteer Group,Social Sciences
876,Student 876,Psychology,Sports Team,"Public Speaking, Artistic, Programming",Chicago,Freshman,Physics,2.58,"French, Japanese, Spanish",Coding Club,Astrophysics
877,Student 877,Mathematics,Sports Team,Problem Solving,San Francisco,Sophomore,Biology,3.65,"German, Japanese",Art Club,Data Science
878,Student 878,Mathematics,Sports Team,"Artistic, Data Analysis",Chicago,Senior,Mathematics,2.49,"French, Chinese","Music Club, Debate Club, Art Club, Coding Club, Sports Team, Volunteer Group",Space Exploration
879,Student 879,Computer Science,Music Club,"Data Analysis, Public Speaking, Artistic, Leadership, Problem Solving, Programming",Chicago,Sophomore,Physics,3.41,"Spanish, German","Music Club, Debate Club, Volunteer Group",Human-Computer Interaction
880,Student 880,Psychology,Art Club,"Problem Solving, Data Analysis",New York,Senior,Mathematics,3.09,Spanish,"Sports Team, Coding Club, Debate Club, Art Club, Music Club",Human-Computer Interaction
881,Student 881,Computer Science,Music Club,Programming,San Francisco,Graduate,Computer Science,3.47,German,"Sports Team, Coding Club, Music Club, Debate Club, Art Club, Volunteer Group",Nanotechnology
882,Student 882,Physics,Art Club,"Artistic, Problem Solving, Programming, Public Speaking",San Francisco,Senior,Computer Science,3.1,"German, Chinese, French","Music Club, Volunteer Group, Coding Club",Machine Learning
883,Student 883,History,Volunteer Group,"Artistic, Problem Solving, Leadership, Public Speaking",Boston,Freshman,Computer Science,3.72,Japanese,"Sports Team, Volunteer Group",Healthcare Management
884,Student 884,Biology,Volunteer Group,"Problem Solving, Data Analysis, Programming, Public Speaking",Boston,Graduate,History,3.01,English,"Volunteer Group, Music Club, Coding Club, Debate Club, Sports Team",Data Science
885,Student 885,Psychology,Coding Club,"Problem Solving, Public Speaking, Leadership",New York,Junior,Computer Science,2.02,"Japanese, German, English, Chinese","Art Club, Debate Club, Coding Club, Music Club, Volunteer Group, Sports Team",Artificial Intelligence
886,Student 886,Psychology,Music Club,"Problem Solving, Programming, Artistic, Leadership",Houston,Junior,Psychology,2.89,"German, French, Chinese","Art Club, Music Club, Coding Club, Volunteer Group, Sports Team",Behavioral Economics
887,Student 887,Computer Science,Coding Club,"Problem Solving, Public Speaking, Artistic, Programming",New York,Graduate,Mathematics,2.14,"French, Japanese, German, Spanish","Volunteer Group, Sports Team",Social Sciences
888,Student 888,Psychology,Sports Team,"Artistic, Data Analysis, Programming, Problem Solving, Leadership",New York,Freshman,Mathematics,3.49,"Spanish, German, English, Chinese, Japanese","Sports Team, Debate Club, Volunteer Group, Music Club, Coding Club",Climate Change
889,Student 889,History,Volunteer Group,"Data Analysis, Programming, Artistic, Public Speaking, Leadership",Chicago,Sophomore,Computer Science,2.16,"Spanish, Japanese, English, Chinese, German","Music Club, Debate Club, Coding Club, Art Club, Volunteer Group",Biomedical Engineering
890,Student 890,Psychology,Coding Club,"Data Analysis, Leadership, Programming, Problem Solving",Houston,Graduate,History,2.57,"Chinese, Spanish, English, Japanese, German, French","Debate Club, Coding Club, Sports Team, Music Club",Bioinformatics
